Tarikh,Waktu,Negeri,Kawasan,API
9/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",50
9/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",65
9/3/2014,1:00PM,Sarawak,Kuching,36
9/3/2014,1:00PM,Sarawak,Sibu,58
9/3/2014,1:00PM,Sarawak,Bintulu,39
9/3/2014,1:00PM,Sarawak,Miri,54
9/3/2014,1:00PM,Sarawak,ILP Miri,55
9/3/2014,1:00PM,Sarawak,Sarikei,53
9/3/2014,1:00PM,Sarawak,Limbang,41
9/3/2014,1:00PM,Sarawak,Samarahan,43
9/3/2014,1:00PM,Sarawak,Sri Aman,66
9/3/2014,1:00PM,Sarawak,Kapit,46
9/3/2014,1:00PM,Sabah,Kota Kinabalu,40
9/3/2014,1:00PM,Sabah,Tawau,39
9/3/2014,1:00PM,Sabah,Keningau,46
9/3/2014,1:00PM,Sabah,Sandakan,37
10/3/2014,1:00PM,Perlis,Kangar,55
10/3/2014,1:00PM,Kedah,Langkawi,32
10/3/2014,1:00PM,Kedah,Alor Setar,40
10/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",61
10/3/2014,1:00PM,Pulau Pinang,USM,55
10/3/2014,1:00PM,Pulau Pinang,Perai,73
10/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",53
10/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",72
10/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",81
10/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",59
10/3/2014,1:00PM,Perak,Seri Manjung,64
10/3/2014,1:00PM,Perak,Tanjung Malim,66
10/3/2014,1:00PM,Selangor,Pelabuhan Kelang,134
10/3/2014,1:00PM,Selangor,Petaling Jaya,82
10/3/2014,1:00PM,Selangor,Banting,117
10/3/2014,1:00PM,Selangor,Shah Alam,88
10/3/2014,1:00PM,Selangor,Kuala Selangor,93
10/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",79
10/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",76
10/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,107
10/3/2014,1:00PM,Wilayah Persekutuan,Labuan,51
10/3/2014,1:00PM,Negeri Sembilan,Nilai,113
10/3/2014,1:00PM,Negeri Sembilan,Seremban,104
10/3/2014,1:00PM,Negeri Sembilan,Port Dickson,97
10/3/2014,1:00PM,Melaka,Bukit Rambai,94
10/3/2014,1:00PM,Melaka,Bandaraya Melaka,91
10/3/2014,1:00PM,Johor,Pasir Gudang,68
10/3/2014,1:00PM,Johor,Larkin Lama,45
10/3/2014,1:00PM,Johor,Muar,86
10/3/2014,1:00PM,Johor,Kota Tinggi,33
10/3/2014,1:00PM,Kelantan,Tanah Merah ,57
10/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",46
10/3/2014,1:00PM,Terengganu,Kemaman,71
10/3/2014,1:00PM,Terengganu,Paka,60
10/3/2014,1:00PM,Terengganu,Kuala Terengganu,32
10/3/2014,1:00PM,Pahang,Jerantut,40
10/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",42
10/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",65
10/3/2014,1:00PM,Sarawak,Sibu,68
10/3/2014,1:00PM,Sarawak,Bintulu,33
10/3/2014,1:00PM,Sarawak,Miri,41
10/3/2014,1:00PM,Sarawak,ILP Miri,61
10/3/2014,1:00PM,Sarawak,Sarikei,52
10/3/2014,1:00PM,Sarawak,Limbang,40
10/3/2014,1:00PM,Sarawak,Samarahan,42
10/3/2014,1:00PM,Sarawak,Sri Aman,73
10/3/2014,1:00PM,Sarawak,Kapit,49
10/3/2014,1:00PM,Sabah,Kota Kinabalu,52
10/3/2014,1:00PM,Sabah,Tawau,37
10/3/2014,1:00PM,Sabah,Keningau,39
10/3/2014,1:00PM,Sabah,Sandakan,49
11/3/2014,1:00PM,Perlis,Kangar,55
11/3/2014,1:00PM,Kedah,Langkawi,38
11/3/2014,1:00PM,Kedah,Alor Setar,35
11/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",65
11/3/2014,1:00PM,Pulau Pinang,USM,59
11/3/2014,1:00PM,Pulau Pinang,Perai,59
11/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",58
11/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",66
11/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",68
11/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",57
11/3/2014,1:00PM,Perak,Seri Manjung,66
11/3/2014,1:00PM,Perak,Tanjung Malim,75
11/3/2014,1:00PM,Selangor,Pelabuhan Kelang,113
11/3/2014,1:00PM,Selangor,Petaling Jaya,77
11/3/2014,1:00PM,Selangor,Banting,101
11/3/2014,1:00PM,Selangor,Shah Alam,76
11/3/2014,1:00PM,Selangor,Kuala Selangor,94
11/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",67
11/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",62
11/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,76
11/3/2014,1:00PM,Wilayah Persekutuan,Labuan,51
11/3/2014,1:00PM,Negeri Sembilan,Nilai,72
11/3/2014,1:00PM,Negeri Sembilan,Seremban,70
11/3/2014,1:00PM,Negeri Sembilan,Port Dickson,69
11/3/2014,1:00PM,Melaka,Bukit Rambai,101
11/3/2014,1:00PM,Melaka,Bandaraya Melaka,84
11/3/2014,1:00PM,Johor,Pasir Gudang,66
11/3/2014,1:00PM,Johor,Larkin Lama,43
11/3/2014,1:00PM,Johor,Muar,68
11/3/2014,1:00PM,Johor,Kota Tinggi,27
11/3/2014,1:00PM,Kelantan,Tanah Merah ,54
11/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",41
11/3/2014,1:00PM,Terengganu,Kemaman,65
11/3/2014,1:00PM,Terengganu,Paka,97
11/3/2014,1:00PM,Terengganu,Kuala Terengganu,39
11/3/2014,1:00PM,Pahang,Jerantut,33
11/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",43
11/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",61
11/3/2014,1:00PM,Sarawak,Kuching,41
11/3/2014,1:00PM,Sarawak,Sibu,85
11/3/2014,1:00PM,Sarawak,Bintulu,55
11/3/2014,1:00PM,Sarawak,Miri,48
11/3/2014,1:00PM,Sarawak,ILP Miri,64
11/3/2014,1:00PM,Sarawak,Sarikei,54
11/3/2014,1:00PM,Sarawak,Limbang,42
11/3/2014,1:00PM,Sarawak,Samarahan,46
11/3/2014,1:00PM,Sarawak,Sri Aman,90
11/3/2014,1:00PM,Sarawak,Kapit,46
11/3/2014,1:00PM,Sabah,Kota Kinabalu,53
11/3/2014,1:00PM,Sabah,Tawau,46
11/3/2014,1:00PM,Sabah,Keningau,43
11/3/2014,1:00PM,Sabah,Sandakan,41
12/3/2014,1:00PM,Perlis,Kangar,55
12/3/2014,1:00PM,Kedah,Langkawi,35
12/3/2014,1:00PM,Kedah,Alor Setar,55
12/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",60
12/3/2014,1:00PM,Pulau Pinang,USM,54
12/3/2014,1:00PM,Pulau Pinang,Perai,57
12/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",56
12/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",62
12/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",62
12/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",65
12/3/2014,1:00PM,Perak,Seri Manjung,70
12/3/2014,1:00PM,Perak,Tanjung Malim,72
12/3/2014,1:00PM,Selangor,Pelabuhan Kelang,133
12/3/2014,1:00PM,Selangor,Petaling Jaya,81
12/3/2014,1:00PM,Selangor,Banting,97
12/3/2014,1:00PM,Selangor,Shah Alam,82
12/3/2014,1:00PM,Selangor,Kuala Selangor,96
12/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",57
12/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",73
12/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,89
12/3/2014,1:00PM,Wilayah Persekutuan,Labuan,57
12/3/2014,1:00PM,Negeri Sembilan,Nilai,107
12/3/2014,1:00PM,Negeri Sembilan,Seremban,75
12/3/2014,1:00PM,Negeri Sembilan,Port Dickson,65
12/3/2014,1:00PM,Melaka,Bukit Rambai,97
12/3/2014,1:00PM,Melaka,Bandaraya Melaka,88
12/3/2014,1:00PM,Johor,Pasir Gudang,79
12/3/2014,1:00PM,Johor,Larkin Lama,42
12/3/2014,1:00PM,Johor,Muar,76
12/3/2014,1:00PM,Johor,Kota Tinggi,38
12/3/2014,1:00PM,Kelantan,Tanah Merah ,54
12/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",43
12/3/2014,1:00PM,Terengganu,Kemaman,53
12/3/2014,1:00PM,Terengganu,Paka,42
12/3/2014,1:00PM,Terengganu,Kuala Terengganu,27
12/3/2014,1:00PM,Pahang,Jerantut,30
12/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",51
12/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",75
12/3/2014,1:00PM,Sarawak,Kuching,44
12/3/2014,1:00PM,Sarawak,Sibu,71
12/3/2014,1:00PM,Sarawak,Bintulu,54
12/3/2014,1:00PM,Sarawak,Miri,44
12/3/2014,1:00PM,Sarawak,ILP Miri,41
12/3/2014,1:00PM,Sarawak,Sarikei,57
12/3/2014,1:00PM,Sarawak,Limbang,43
12/3/2014,1:00PM,Sarawak,Samarahan,46
12/3/2014,1:00PM,Sarawak,Sri Aman,99
12/3/2014,1:00PM,Sarawak,Kapit,53
12/3/2014,1:00PM,Sabah,Kota Kinabalu,43
12/3/2014,1:00PM,Sabah,Tawau,43
12/3/2014,1:00PM,Sabah,Keningau,43
12/3/2014,1:00PM,Sabah,Sandakan,44
13/3/2014,1:00PM,Perlis,Kangar,58
13/3/2014,1:00PM,Kedah,Alor Setar,58
13/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",69
13/3/2014,1:00PM,Pulau Pinang,USM,58
13/3/2014,1:00PM,Pulau Pinang,Perai,64
13/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",64
13/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",72
13/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",89
13/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",62
13/3/2014,1:00PM,Perak,Seri Manjung,83
13/3/2014,1:00PM,Perak,Tanjung Malim,113
13/3/2014,1:00PM,Selangor,Pelabuhan Kelang,203
13/3/2014,1:00PM,Selangor,Petaling Jaya,135
13/3/2014,1:00PM,Selangor,Banting,162
13/3/2014,1:00PM,Selangor,Shah Alam,132
13/3/2014,1:00PM,Selangor,Kuala Selangor,162
13/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",135
13/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",123
13/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,145
13/3/2014,1:00PM,Wilayah Persekutuan,Labuan,47
13/3/2014,1:00PM,Negeri Sembilan,Nilai,162
13/3/2014,1:00PM,Negeri Sembilan,Seremban,129
13/3/2014,1:00PM,Negeri Sembilan,Port Dickson,113
13/3/2014,1:00PM,Melaka,Bukit Rambai,113
13/3/2014,1:00PM,Melaka,Bandaraya Melaka,99
13/3/2014,1:00PM,Johor,Pasir Gudang,68
13/3/2014,1:00PM,Johor,Larkin Lama,54
13/3/2014,1:00PM,Johor,Muar,89
13/3/2014,1:00PM,Johor,Kota Tinggi,48
13/3/2014,1:00PM,Kelantan,Tanah Merah ,57
13/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",44
13/3/2014,1:00PM,Terengganu,Kemaman,57
13/3/2014,1:00PM,Terengganu,Paka,36
13/3/2014,1:00PM,Terengganu,Kuala Terengganu,26
13/3/2014,1:00PM,Pahang,Jerantut,41
13/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",68
13/3/2014,1:00PM,Sarawak,Kuching,35
13/3/2014,1:00PM,Sarawak,Sibu,63
13/3/2014,1:00PM,Sarawak,Bintulu,38
13/3/2014,1:00PM,Sarawak,Miri,38
13/3/2014,1:00PM,Sarawak,ILP Miri,59
13/3/2014,1:00PM,Sarawak,Sarikei,48
13/3/2014,1:00PM,Sarawak,Limbang,33
13/3/2014,1:00PM,Sarawak,Samarahan,40
13/3/2014,1:00PM,Sarawak,Sri Aman,96
13/3/2014,1:00PM,Sarawak,Kapit,52
13/3/2014,1:00PM,Sabah,Kota Kinabalu,50
13/3/2014,1:00PM,Sabah,Tawau,39
13/3/2014,1:00PM,Sabah,Keningau,41
13/3/2014,1:00PM,Sabah,Sandakan,35
14/3/2014,1:00PM,Perlis,Kangar,57
14/3/2014,1:00PM,Kedah,Langkawi,35
14/3/2014,1:00PM,Kedah,Alor Setar,57
14/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",64
14/3/2014,1:00PM,Pulau Pinang,USM,79
14/3/2014,1:00PM,Pulau Pinang,Perai,60
14/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",55
14/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",76
14/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",78
14/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",76
14/3/2014,1:00PM,Perak,Seri Manjung,61
14/3/2014,1:00PM,Perak,Tanjung Malim,94
14/3/2014,1:00PM,Selangor,Pelabuhan Kelang,313
14/3/2014,1:00PM,Selangor,Petaling Jaya,183
14/3/2014,1:00PM,Selangor,Banting,279
14/3/2014,1:00PM,Selangor,Shah Alam,161
14/3/2014,1:00PM,Selangor,Kuala Selangor,126
14/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",177
14/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",141
14/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,161
14/3/2014,1:00PM,Wilayah Persekutuan,Labuan,48
14/3/2014,1:00PM,Negeri Sembilan,Nilai,158
14/3/2014,1:00PM,Negeri Sembilan,Seremban,143
14/3/2014,1:00PM,Negeri Sembilan,Port Dickson,163
14/3/2014,1:00PM,Melaka,Bukit Rambai,131
14/3/2014,1:00PM,Melaka,Bandaraya Melaka,119
14/3/2014,1:00PM,Johor,Pasir Gudang,67
14/3/2014,1:00PM,Johor,Larkin Lama,53
14/3/2014,1:00PM,Johor,Muar,109
14/3/2014,1:00PM,Johor,Kota Tinggi,35
14/3/2014,1:00PM,Kelantan,Tanah Merah ,54
14/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",38
14/3/2014,1:00PM,Terengganu,Kemaman,55
14/3/2014,1:00PM,Terengganu,Paka,53
14/3/2014,1:00PM,Terengganu,Kuala Terengganu,27
14/3/2014,1:00PM,Pahang,Jerantut,51
14/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",49
14/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",62
14/3/2014,1:00PM,Sarawak,Kuching,42
14/3/2014,1:00PM,Sarawak,Sibu,59
14/3/2014,1:00PM,Sarawak,Bintulu,30
14/3/2014,1:00PM,Sarawak,Miri,34
14/3/2014,1:00PM,Sarawak,ILP Miri,46
14/3/2014,1:00PM,Sarawak,Sarikei,44
14/3/2014,1:00PM,Sarawak,Limbang,33
14/3/2014,1:00PM,Sarawak,Samarahan,41
14/3/2014,1:00PM,Sarawak,Sri Aman,65
14/3/2014,1:00PM,Sarawak,Kapit,41
14/3/2014,1:00PM,Sabah,Kota Kinabalu,46
14/3/2014,1:00PM,Sabah,Tawau,41
14/3/2014,1:00PM,Sabah,Sandakan,35
15/3/2014,1:00PM,Perlis,Kangar,55
15/3/2014,1:00PM,Kedah,Langkawi,28
15/3/2014,1:00PM,Kedah,Alor Setar,51
15/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",65
15/3/2014,1:00PM,Pulau Pinang,USM,58
15/3/2014,1:00PM,Pulau Pinang,Perai,64
15/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",62
15/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",65
15/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",64
15/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",62
15/3/2014,1:00PM,Perak,Seri Manjung,57
15/3/2014,1:00PM,Perak,Tanjung Malim,148
15/3/2014,1:00PM,Selangor,Pelabuhan Kelang,143
15/3/2014,1:00PM,Selangor,Petaling Jaya,97
15/3/2014,1:00PM,Selangor,Banting,120
15/3/2014,1:00PM,Selangor,Shah Alam,102
15/3/2014,1:00PM,Selangor,Kuala Selangor,90
15/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",77
15/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",77
15/3/2014,1:00PM,Wilayah Persekutuan,Labuan,35
15/3/2014,1:00PM,Negeri Sembilan,Nilai,91
15/3/2014,1:00PM,Negeri Sembilan,Seremban,81
15/3/2014,1:00PM,Negeri Sembilan,Port Dickson,87
15/3/2014,1:00PM,Melaka,Bukit Rambai,86
15/3/2014,1:00PM,Melaka,Bandaraya Melaka,81
15/3/2014,1:00PM,Johor,Pasir Gudang,55
15/3/2014,1:00PM,Johor,Larkin Lama,35
15/3/2014,1:00PM,Johor,Muar,97
15/3/2014,1:00PM,Johor,Kota Tinggi,27
15/3/2014,1:00PM,Kelantan,Tanah Merah ,46
15/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",36
15/3/2014,1:00PM,Terengganu,Kemaman,46
15/3/2014,1:00PM,Terengganu,Paka,32
15/3/2014,1:00PM,Terengganu,Kuala Terengganu,17
15/3/2014,1:00PM,Pahang,Jerantut,24
15/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",36
15/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",54
15/3/2014,1:00PM,Sarawak,Sibu,39
15/3/2014,1:00PM,Sarawak,Bintulu,48
15/3/2014,1:00PM,Sarawak,Miri,38
15/3/2014,1:00PM,Sarawak,Sarikei,32
15/3/2014,1:00PM,Sarawak,Limbang,24
15/3/2014,1:00PM,Sarawak,Samarahan,39
15/3/2014,1:00PM,Sarawak,Sri Aman,66
15/3/2014,1:00PM,Sarawak,Kapit,23
15/3/2014,1:00PM,Sabah,Kota Kinabalu,33
15/3/2014,1:00PM,Sabah,Tawau,29
15/3/2014,1:00PM,Sabah,Sandakan,24
16/3/2014,1:00PM,Perlis,Kangar,51
16/3/2014,1:00PM,Kedah,Langkawi,28
16/3/2014,1:00PM,Kedah,Alor Setar,35
16/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",48
16/3/2014,1:00PM,Pulau Pinang,USM,42
16/3/2014,1:00PM,Pulau Pinang,Perai,32
16/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",26
16/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",42
16/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",30
16/3/2014,1:00PM,Perak,Seri Manjung,47
16/3/2014,1:00PM,Perak,Tanjung Malim,36
16/3/2014,1:00PM,Selangor,Pelabuhan Kelang,96
16/3/2014,1:00PM,Selangor,Petaling Jaya,94
16/3/2014,1:00PM,Selangor,Banting,152
16/3/2014,1:00PM,Selangor,Shah Alam,106
16/3/2014,1:00PM,Selangor,Kuala Selangor,59
16/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",63
16/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",68
16/3/2014,1:00PM,Wilayah Persekutuan,Labuan,39
16/3/2014,1:00PM,Negeri Sembilan,Nilai,55
16/3/2014,1:00PM,Negeri Sembilan,Seremban,35
16/3/2014,1:00PM,Negeri Sembilan,Port Dickson,60
16/3/2014,1:00PM,Melaka,Bukit Rambai,55
16/3/2014,1:00PM,Melaka,Bandaraya Melaka,50
16/3/2014,1:00PM,Johor,Pasir Gudang,38
16/3/2014,1:00PM,Johor,Larkin Lama,48
16/3/2014,1:00PM,Johor,Muar,52
16/3/2014,1:00PM,Johor,Kota Tinggi,25
16/3/2014,1:00PM,Kelantan,Tanah Merah ,24
16/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",37
16/3/2014,1:00PM,Terengganu,Kemaman,42
16/3/2014,1:00PM,Terengganu,Paka,31
16/3/2014,1:00PM,Terengganu,Kuala Terengganu,24
16/3/2014,1:00PM,Pahang,Jerantut,22
16/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",22
16/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",65
16/3/2014,1:00PM,Sarawak,Kuching,26
16/3/2014,1:00PM,Sarawak,Sibu,26
16/3/2014,1:00PM,Sarawak,Bintulu,26
16/3/2014,1:00PM,Sarawak,Miri,41
16/3/2014,1:00PM,Sarawak,ILP Miri,28
16/3/2014,1:00PM,Sarawak,Sarikei,17
16/3/2014,1:00PM,Sarawak,Limbang,29
16/3/2014,1:00PM,Sarawak,Samarahan,36
16/3/2014,1:00PM,Sarawak,Sri Aman,35
16/3/2014,1:00PM,Sarawak,Kapit,19
16/3/2014,1:00PM,Sabah,Kota Kinabalu,27
16/3/2014,1:00PM,Sabah,Tawau,33
16/3/2014,1:00PM,Sabah,Keningau,33
16/3/2014,1:00PM,Sabah,Sandakan,23
17/3/2014,1:00PM,Perlis,Kangar,54
17/3/2014,1:00PM,Kedah,Langkawi,30
17/3/2014,1:00PM,Kedah,Alor Setar,51
17/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",39
17/3/2014,1:00PM,Pulau Pinang,USM,46
17/3/2014,1:00PM,Pulau Pinang,Perai,33
17/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",26
17/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",39
17/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",34
17/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",30
17/3/2014,1:00PM,Perak,Seri Manjung,21
17/3/2014,1:00PM,Perak,Tanjung Malim,48
17/3/2014,1:00PM,Selangor,Pelabuhan Kelang,59
17/3/2014,1:00PM,Selangor,Petaling Jaya,53
17/3/2014,1:00PM,Selangor,Banting,61
17/3/2014,1:00PM,Selangor,Shah Alam,51
17/3/2014,1:00PM,Selangor,Kuala Selangor,42
17/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",23
17/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",26
17/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,66
17/3/2014,1:00PM,Wilayah Persekutuan,Labuan,44
17/3/2014,1:00PM,Negeri Sembilan,Nilai,27
17/3/2014,1:00PM,Negeri Sembilan,Seremban,21
17/3/2014,1:00PM,Negeri Sembilan,Port Dickson,55
17/3/2014,1:00PM,Melaka,Bukit Rambai,31
17/3/2014,1:00PM,Melaka,Bandaraya Melaka,27
17/3/2014,1:00PM,Johor,Pasir Gudang,29
17/3/2014,1:00PM,Johor,Larkin Lama,21
17/3/2014,1:00PM,Johor,Muar,56
17/3/2014,1:00PM,Johor,Kota Tinggi,39
17/3/2014,1:00PM,Kelantan,Tanah Merah ,39
17/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",29
17/3/2014,1:00PM,Terengganu,Kemaman,43
17/3/2014,1:00PM,Terengganu,Paka,31
17/3/2014,1:00PM,Terengganu,Kuala Terengganu,21
17/3/2014,1:00PM,Pahang,Jerantut,20
17/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",22
17/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",73
17/3/2014,1:00PM,Sarawak,Sibu,42
17/3/2014,1:00PM,Sarawak,Bintulu,48
17/3/2014,1:00PM,Sarawak,Miri,32
17/3/2014,1:00PM,Sarawak,ILP Miri,40
17/3/2014,1:00PM,Sarawak,Sarikei,27
17/3/2014,1:00PM,Sarawak,Limbang,25
17/3/2014,1:00PM,Sarawak,Samarahan,32
17/3/2014,1:00PM,Sarawak,Sri Aman,27
17/3/2014,1:00PM,Sarawak,Kapit,22
17/3/2014,1:00PM,Sabah,Kota Kinabalu,41
17/3/2014,1:00PM,Sabah,Tawau,33
17/3/2014,1:00PM,Sabah,Keningau,26
17/3/2014,1:00PM,Sabah,Sandakan,43
18/3/2014,1:00PM,Perlis,Kangar,55
18/3/2014,1:00PM,Kedah,Langkawi,34
18/3/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",50
18/3/2014,1:00PM,Pulau Pinang,USM,38
18/3/2014,1:00PM,Pulau Pinang,Perai,36
18/3/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",37
18/3/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",34
18/3/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",41
18/3/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",36
18/3/2014,1:00PM,Perak,Seri Manjung,28
18/3/2014,1:00PM,Perak,Tanjung Malim,26
18/3/2014,1:00PM,Selangor,Pelabuhan Kelang,60
18/3/2014,1:00PM,Selangor,Petaling Jaya,49
18/3/2014,1:00PM,Selangor,Banting,104
18/3/2014,1:00PM,Selangor,Shah Alam,44
18/3/2014,1:00PM,Selangor,Kuala Selangor,51
18/3/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",36
18/3/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",41
18/3/2014,1:00PM,Wilayah Persekutuan,Putrajaya,72
18/3/2014,1:00PM,Wilayah Persekutuan,Labuan,53
18/3/2014,1:00PM,Negeri Sembilan,Nilai,40
18/3/2014,1:00PM,Negeri Sembilan,Seremban,34
18/3/2014,1:00PM,Negeri Sembilan,Port Dickson,38
18/3/2014,1:00PM,Melaka,Bukit Rambai,44
18/3/2014,1:00PM,Melaka,Bandaraya Melaka,34
18/3/2014,1:00PM,Johor,Pasir Gudang,32
18/3/2014,1:00PM,Johor,Larkin Lama,31
18/3/2014,1:00PM,Johor,Muar,30
18/3/2014,1:00PM,Johor,Kota Tinggi,34
18/3/2014,1:00PM,Kelantan,Tanah Merah ,38
18/3/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",26
18/3/2014,1:00PM,Terengganu,Kemaman,44
18/3/2014,1:00PM,Terengganu,Paka,29
18/3/2014,1:00PM,Terengganu,Kuala Terengganu,19
18/3/2014,1:00PM,Pahang,Jerantut,21
18/3/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",25
18/3/2014,1:00PM,Pahang,"Balok Baru, Kuantan",49
18/3/2014,1:00PM,Sarawak,Sibu,60
18/3/2014,1:00PM,Sarawak,Bintulu,41
18/3/2014,1:00PM,Sarawak,Miri,49
18/3/2014,1:00PM,Sarawak,ILP Miri,65
18/3/2014,1:00PM,Sarawak,Sarikei,41
18/3/2014,1:00PM,Sarawak,Limbang,44
18/3/2014,1:00PM,Sarawak,Samarahan,36
18/3/2014,1:00PM,Sarawak,Sri Aman,26
18/3/2014,1:00PM,Sarawak,Kapit,31
18/3/2014,1:00PM,Sabah,Kota Kinabalu,50
18/3/2014,1:00PM,Sabah,Tawau,36
